doi,halId
10.1038/s41598-017-13189-3,
10.1038/s41598-017-13323-1,hal-01868346
10.1038/s41598-017-13607-6,hal-02148069
10.1038/s41598-017-16391-5,
10.1038/s41598-017-17880-3,hal-02903975
10.1038/s41598-017-18311-z,hal-01891215
10.1038/s41598-018-19882-1,
10.1038/s41598-018-20008-w,hal-01696186
10.1038/s41598-018-20024-w,hal-02398300
10.1038/s41598-018-20281-9,hal-01708773
10.1038/s41598-018-20447-5,
10.1038/s41598-018-24055-1,hal-02917034
10.1038/s41598-018-24398-9,
10.1038/s41598-018-24822-0,inserm-02440157
10.1038/s41598-018-25071-x,
10.1038/s41598-018-25497-3,
10.1038/s41598-018-26441-1,hal-01982224
10.1038/s41598-018-26744-3,hal-02128137
10.1038/s41598-018-26932-1,
10.1038/s41598-018-27283-7,
10.1038/s41598-018-28697-z,hal-02398296
10.1038/s41598-018-31266-z,
10.1038/s41598-018-32142-6,
10.1038/s41598-018-32332-2,
10.1038/s41598-018-33979-7,
10.1038/s41598-018-34228-7,hal-01922647
10.1038/s41598-018-34829-2,hal-02975883
10.1038/s41598-018-35351-1,hal-02620950
10.1038/s41598-018-36050-7,
10.1038/s41598-018-36519-5,hal-02374040
10.1038/s41598-019-39268-1,
10.1038/s41598-019-39306-y,
10.1038/s41598-019-39655-8,hal-02973712
10.1038/s41598-019-39732-y,
10.1038/s41598-019-39831-w,hal-02521734
10.1038/s41598-019-39935-3,insu-02075668
10.1038/s41598-019-40750-z,hal-02082512
10.1038/s41598-019-41101-8,
10.1038/s41598-019-41959-8,hal-02096329
10.1038/s41598-019-42030-2,hal-02095548
10.1038/s41598-019-42933-0,
10.1038/s41598-019-43795-2,hal-02171006
10.1038/s41598-019-44017-5,
10.1038/s41598-019-44235-x,hal-02149363
10.1038/s41598-019-45823-7,
10.1038/s41598-019-47585-8,hal-02973727
10.1038/s41598-019-48804-y,
10.1038/s41598-019-48894-8,
10.1038/s41598-019-50066-7,
10.1038/s41598-019-51746-0,hal-02907594
10.1038/s41598-019-52338-8,hal-02359473
10.1038/s41598-019-52437-6,hal-02349344
10.1038/s41598-019-55005-0,
10.1038/s41598-019-56490-z,
10.1038/s41598-019-56570-0,hal-02428712
10.1038/s41598-020-57824-y,
10.1038/s41598-020-59972-7,
10.1038/s41598-020-61689-6,
10.1038/s41598-020-61721-9,
10.1038/s41598-020-61811-8,
10.1038/s41598-020-63782-2,
10.1038/s41598-020-63805-y,
10.1038/s41598-020-65176-w,
10.1038/s41598-020-65929-7,
10.1038/s41598-020-66290-5,
10.1038/s41598-020-66950-6,
10.1038/s41598-020-67452-1,
10.1038/s41598-020-67481-w,
10.1038/s41598-020-68617-8,
10.1038/s41598-020-68736-2,
10.1038/s41598-020-70078-y,
10.1038/s41598-020-70790-9,
10.1038/s41598-020-71302-5,
10.1038/s41598-020-73191-0,
10.1038/s41612-017-0005-5,
10.1038/s41612-018-0056-2,
10.1038/s41612-019-0072-x,
10.1038/s41612-019-0079-3,hal-02324422
10.1038/s41893-019-0220-7,hal-02895234
10.1038/s42003-019-0523-2,
10.1038/s42004-018-0034-y,hal-02975852
10.1038/s42004-018-0074-3,
10.1038/s42005-018-0012-9,
10.1038/s42255-019-0081-4,pasteur-02549933
10.1038/sc.2010.120,
10.1038/sc.2015.147,
10.1038/sc.2015.20,
10.1038/sc.2015.234,
10.1038/sc.2016.176,
10.1038/sdata.2016.128,hal-01492008
10.1038/sdata.2016.82,
10.1038/sdata.2017.179,
10.1038/sdata.2017.88,hal-01645001
10.1038/sdata.2018.132,hal-02903368
10.1038/sdata.2018.169,hal-02621550
10.1038/sdata.2018.280,hal-02899855
10.1038/sdata.2018.302,
10.1038/sj.bjc.6601687,
10.1038/sj.bjc.6605117,
10.1038/sj.ejhg.5200190,
10.1038/srep01296,
10.1038/srep03079,
10.1038/srep04574,
10.1038/srep07761,hal-01223233
10.1038/srep07854,hal-01806684
10.1038/srep07925,
10.1038/srep08120,
10.1038/srep11171,
10.1038/srep11293,
10.1038/srep12243,insu-01180154
10.1038/srep15088,hal-01228553
10.1038/srep16634,hal-03001236
10.1038/srep16796,hal-01337647
10.1038/srep16918,pasteur-02618632
10.1038/srep18370,hal-01805240
10.1038/srep18819,
10.1038/srep19721,hal-01276425
10.1038/srep22130,hal-02923377
10.1038/srep24687,hal-01353286
10.1038/srep25661,hal-01321421
10.1038/srep26062,hal-02874090
10.1038/srep26471,
10.1038/srep26905,
10.1038/srep30104,hal-02922875
10.1038/srep30661,
10.1038/srep32307,hal-01361432
10.1038/srep32512,
10.1038/srep32984,hal-01469865
10.1038/srep33130,
10.1038/srep33162,
10.1038/srep33326,hal-01370610
10.1038/srep34011,
10.1038/srep34728,
10.1038/srep34828,hal-01587546
10.1038/srep35038,
10.1038/srep35866,hal-02180994
10.1038/srep36017,
10.1038/srep36675,
10.1038/srep36874,
10.1038/srep37747,hal-02948226
10.1038/srep39748,hal-02922422
10.1038/srep41278,hal-01340301
10.1038/srep41366,hal-02903491
10.1038/srep42083,
10.1038/srep42099,hal-01849515
10.1038/srep42946,
10.1038/srep43099,
10.1038/srep43682,hal-01791689
10.1038/srep45040,
10.1038/srep45759,hal-01584206
10.1038/srep45772,
10.1038/srep45940,
10.1039/9781782622703-00119,
10.1039/9781788013598-00395,hal-02324699
10.1039/b103808g,
10.1039/b201178f,
10.1039/b203497m,
10.1039/b205164h,
10.1039/b301031g,
10.1039/b304703b,
10.1039/b406686c,
10.1039/b410356d,
10.1039/b415309j,
10.1039/b603594a,
10.1039/b607762e,
10.1039/b609658c,
10.1039/b610631e,
10.1039/b618320b,
10.1039/b704774f,
10.1039/b804302g,
10.1039/b805408h,
10.1039/b809419e,
10.1039/b817360p,
10.1039/b904622d,
10.1039/b905601g,
10.1039/c003943h,
10.1039/c0cc01617a,
10.1039/c0em00153h,
10.1039/c0em00713g,
10.1039/c1cp20303g,
10.1039/c1cp22424g,
10.1039/c1ob05216k,
10.1039/c2cc31667f,
10.1039/c2cc35376h,
10.1039/c2cp40344g,
10.1039/c2cs35145e,
10.1039/c2dt30100h,
10.1039/c2dt31464a,
10.1039/c2tb00366j,
10.1039/c3tb20832j,
10.1039/c4cc02175d,
10.1039/c4cc09986a,
10.1039/c4ce00885e,
10.1039/c4ce01393j,
10.1039/c4cp05550k,
10.1039/c4cs00081a,
10.1039/c4dt01286k,
10.1039/c4dt03339f,
10.1039/c4fd00234b,
10.1039/c4lc00685b,
10.1039/c4nj01564a,
10.1039/c4nj01979b,
10.1039/c4py01358a,
10.1039/c4qo00345d,
10.1039/c4sm02551b,
10.1039/c4ta03992k,hal-01077026
10.1039/c5an00483g,hal-01442860
10.1039/c5cc00745c,
10.1039/c5cc02550h,hal-01840207
10.1039/c5cc05072c,hal-01215850
10.1039/c5cc06217a,hal-01725881
10.1039/c5cc09536k,
10.1039/c5cc10448c,
10.1039/c5ce00554j,
10.1039/c5ce01864a,
10.1039/c5cp00241a,hal-01211584
10.1039/c5cp05444c,
10.1039/c5dt00280j,
10.1039/c5dt02840j,
10.1039/c5dt02908b,
10.1039/c5dt03547c,
10.1039/c5dt03591k,hal-01467378
10.1039/c5dt03621f,
10.1039/c5dt04632g,
10.1039/c5ja00426h,hal-02139583
10.1039/c5ja90006a,hal-01159277
10.1039/c5nj02747k,
10.1039/c5nr03549j,
10.1039/c5nr06184a,
10.1039/c5ob00456j,
10.1039/c5ob01583a,
10.1039/c5ob02437d,
10.1039/c5qi00277j,
10.1039/c5ra15097c,
10.1039/c5ra15860e,hal-01725972
10.1039/c5ra23521a,hal-02375539
10.1039/c5sc00652j,
10.1039/c5sc02794b,hal-01264532
10.1039/c5ta09349j,
10.1039/c5tb00058k,
10.1039/c5tb01223f,
10.1039/c5tb01412c,hal-02065103
10.1039/c5tb02084k,
10.1039/c5tb02258d,
10.1039/c5tc00119f,hal-01172533
10.1039/c5tc01093d,
10.1039/c6cc05713f,
10.1039/c6cc08294g,
10.1039/c6cc08667e,hal-01683222
10.1039/c6ce01842d,hal-01782683
10.1039/c6ce02476a,hal-01582010
10.1039/c6cp04139f,hal-01915127
10.1039/c6cy00780e,hal-01840182
10.1039/c6dt02454h,hal-01391171
10.1039/c6dt04208b,
10.1039/c6gc00524a,
10.1039/c6gc02346k,
10.1039/c6ja00302h,hal-01630227
10.1039/c6mh00312e,
10.1039/c6nj02637k,
10.1039/c6nr01253a,hal-01252628
10.1039/c6nr06021h,
10.1039/c6ob02666d,
10.1039/c6ra01540a,cea-01849436
10.1039/c6ra11433d,
10.1039/c6ra13824a,
10.1039/c6ra14047e,
10.1039/c6ra14460h,
10.1039/c6ra28420e,
10.1039/c6ta00383d,
10.1039/c6tb01652a,hal-01492723
10.1039/c6tb03101c,hal-01720953
10.1039/c6tb03217f,hal-01720954
10.1039/c6tc04262g,
10.1039/c6tc04341k,hal-01723607
10.1039/c6tc90069k,
10.1039/c7cc02113e,hal-01580221
10.1039/c7cc04112h,hal-01551753
10.1039/c7cc04215a,hal-01623122
10.1039/c7ce00240h,hal-01668271
10.1039/c7ce00481h,
10.1039/c7cs00001d,hal-01721024
10.1039/c7cs90049j,
10.1039/c7dt03709k,
10.1039/c7gc00052a,
10.1039/c7nj00365j,
10.1039/c7nj00915a,
10.1039/c7nj04035k,
10.1039/c7nj04597b,
10.1039/c7ob00206h,
10.1039/c7ob00850c,hal-02173400
10.1039/c7ob01312d,hal-01774489
10.1039/c7ta01559c,hal-01538006
10.1039/c7ta03069j,
10.1039/c7ta09696h,hal-01710539
10.1039/c7tb00341b,hal-01534157
10.1039/c7tb01933e,
10.1039/c7tc00061h,hal-02369460
10.1039/c7tc01296a,hal-01623121
10.1039/c7tc03605a,
10.1039/c7tc04194b,
10.1039/c8cc03207f,hal-02404102
10.1039/c8cc07252c,hal-01907947
10.1039/c8cc07573e,hal-02305636
10.1039/c8cp00868j,hal-01778565
10.1039/c8cp02147c,hal-02353160
10.1039/c8cp02930j,
10.1039/c8cp05578e,
10.1039/c8cp06751a,
10.1039/c8cp07074a,hal-02063361
10.1039/c8dt01268g,hal-01860238
10.1039/c8dt01313f,hal-02335632
10.1039/c8dt04214d,hal-01949751
10.1039/c8ja00451j,hal-02350374
10.1039/c8nj04451a,hal-02335664
10.1039/c8nj04599b,hal-02348881
10.1039/c8nr03597k,hal-02175789
10.1039/c8ob02279h,hal-02348893
10.1039/c8pp00043c,hal-01978693
10.1039/c8qi00494c,
10.1039/c8sc04512g,hal-02055678
10.1039/c8se00275d,
10.1039/c8se00282g,hal-02148690
10.1039/c9cc01269a,hal-02296053
10.1039/c9cc05136h,hal-02335733
10.1039/c9ce00168a,hal-02290903
10.1039/c9ce01119f,hal-02382478
10.1039/c9cp01993f,hal-02385158
10.1039/c9cp02803j,cea-02265806
10.1039/c9cp04992d,
10.1039/c9dt00917e,hal-02172673
10.1039/c9dt01161g,hal-02187740
10.1039/c9dt04676c,
10.1039/c9dt90029b,hal-02333360
10.1039/c9na00401g,hal-02335689
10.1039/c9na00411d,hal-02353171
10.1039/c9na90050k,
10.1039/c9nj00022d,
10.1039/c9ob01402k,
10.1039/c9pp00276f,
10.1039/c9qo00899c,hal-02472348
10.1039/c9ra07383c,hal-02391459
10.1039/c9sc02331c,hal-02163112
10.1039/c9sc04289j,hal-02514618
10.1039/c9tc02910a,hal-02398031
10.1039/d0cc04283h,
10.1039/d0pp00202j,
10.1039/d0sc02258f,
10.1042/cs20160393,
10.1042/cs20160485,
10.1049/el.2015.2441,
10.1049/el.2016.4608,
10.1049/iet-com.2017.0201,hal-01593122
10.1051/0004-6361/201424375,
10.1051/0004-6361/201424735,hal-01098338
10.1051/0004-6361/201424745,hal-02384522
10.1051/0004-6361/201425448,insu-01149407
10.1051/0004-6361/201425503,
10.1051/0004-6361/201525723,insu-01205653
10.1051/0004-6361/201525841,insu-01202463
10.1051/0004-6361/201525901,insu-01205664
10.1051/0004-6361/201525925,insu-01164315
10.1051/0004-6361/201525947,insu-01205392
10.1051/0004-6361/201525961,insu-01205741
10.1051/0004-6361/201525964,insu-01205763
10.1051/0004-6361/201525975,insu-01202388
10.1051/0004-6361/201525977,insu-01182702
10.1051/0004-6361/201525979,insu-01203674
10.1051/0004-6361/201525980,insu-01206313
10.1051/0004-6361/201525983,insu-01202374
10.1051/0004-6361/201525985,insu-01205893
10.1051/0004-6361/201525992,insu-01175722
10.1051/0004-6361/201525994,hal-01439987
10.1051/0004-6361/201526049,insu-01202385
10.1051/0004-6361/201526085,
10.1051/0004-6361/201526093,insu-01200792
10.1051/0004-6361/201526099,insu-01198913
10.1051/0004-6361/201526103,insu-01201821
10.1051/0004-6361/201526158,insu-01202381
10.1051/0004-6361/201526178,insu-01200510
10.1051/0004-6361/201526205,insu-01206306
10.1051/0004-6361/201526208,insu-01199550
10.1051/0004-6361/201526210,insu-01199226
10.1051/0004-6361/201526239,hal-01225735
10.1051/0004-6361/201526337,insu-01200475
10.1051/0004-6361/201526349,insu-01202229
10.1051/0004-6361/201526379,insu-01202116
10.1051/0004-6361/201526450,insu-01199178
10.1051/0004-6361/201526671,insu-01220011
10.1051/0004-6361/201526968,insu-01353798
10.1051/0004-6361/201527018,insu-01265537
10.1051/0004-6361/201527020,hal-01439792
10.1051/0004-6361/201527123,insu-01260243
10.1051/0004-6361/201527144,hal-01198416
10.1051/0004-6361/201527159,insu-01274339
10.1051/0004-6361/201527191,insu-01398155
10.1051/0004-6361/201527307,hal-01440715
10.1051/0004-6361/201527330,insu-01234274
10.1051/0004-6361/201527369,insu-01273847
10.1051/0004-6361/201527564,insu-01274855
10.1051/0004-6361/201527577,insu-01286003
10.1051/0004-6361/201527744,insu-01371309
10.1051/0004-6361/201527784,insu-01288643
10.1051/0004-6361/201527865,insu-01353737
10.1051/0004-6361/201527889,insu-01283022
10.1051/0004-6361/201527914,insu-01322842
10.1051/0004-6361/201528029,insu-01323666
10.1051/0004-6361/20162.8799,
10.1051/0004-6361/201628156,hal-01440669
10.1051/0004-6361/201628234,insu-01441136
10.1051/0004-6361/201628304,insu-01303661
10.1051/0004-6361/201628328,
10.1051/0004-6361/201628528,
10.1051/0004-6361/201628634,
10.1051/0004-6361/201628634e,hal-02266190
10.1051/0004-6361/201628726,obspm-02190984
10.1051/0004-6361/201628764,insu-01371174
10.1051/0004-6361/201628799,hal-01834127
10.1051/0004-6361/201628887,insu-01353704
10.1051/0004-6361/201628999,hal-01446328
10.1051/0004-6361/201629004,
10.1051/0004-6361/201629183,hal-01834126
10.1051/0004-6361/201629220,hal-01434996
10.1051/0004-6361/201629322,hal-01834134
10.1051/0004-6361/201629453,insu-01399538
10.1051/0004-6361/201629734,insu-01473386
10.1051/0004-6361/201629840,insu-01412775
10.1051/0004-6361/201629847,hal-01438758
10.1051/0004-6361/201629910,hal-01678518
10.1051/0004-6361/201629924,insu-01659757
10.1051/0004-6361/201629963,hal-01678542
10.1051/0004-6361/201630015,insu-01422872
10.1051/0004-6361/201630140,insu-01571239
10.1051/0004-6361/201630195,insu-01562620
10.1051/0004-6361/201630286,hal-01452008
10.1051/0004-6361/201730584,insu-01518753
10.1051/0004-6361/201730712,insu-01626063
10.1051/0004-6361/201730942,
10.1051/0004-6361/201731295,insu-01620887
10.1051/0004-6361/201731316,insu-01626375
10.1051/0004-6361/201731798,insu-01631548
10.1051/0004-6361/201731833,hal-01621390
10.1051/0004-6361/201732010,hal-01834175
10.1051/0004-6361/201732094,insu-01915612
10.1051/0004-6361/201732112,hal-02108720
10.1051/0004-6361/201732114,
10.1051/0004-6361/201732155,hal-02108713
10.1051/0004-6361/201732155e,
10.1051/0004-6361/201732159,insu-01799033
10.1051/0004-6361/201732229,hal-01815326
10.1051/0004-6361/201732278,hal-01834172
10.1051/0004-6361/201732367,insu-01800799
10.1051/0004-6361/201832159,
10.1051/0004-6361/201832883,hal-01912247
10.1051/0004-6361/201832914,insu-01882212
10.1051/0004-6361/201832942,
10.1051/0004-6361/201833051,hal-01867401
10.1051/0004-6361/201833161,
10.1051/0004-6361/201833410,
10.1051/0004-6361/201833511,insu-02067779
10.1051/0004-6361/201833536,insu-02024859
10.1051/0004-6361/201833627,
10.1051/0004-6361/201833725,hal-02351300
10.1051/0004-6361/201833803,insu-02112730
10.1051/0004-6361/201833806,insu-01877503
10.1051/0004-6361/201833807,insu-02115740
10.1051/0004-6361/201833898,hal-02118038
10.1051/0004-6361/201833940,insu-02112890
10.1051/0004-6361/201834091,hal-02118100
10.1051/0004-6361/201834430,hal-02279078
10.1051/0004-6361/201834666,insu-02293706
10.1051/0004-6361/201834749,hal-02118093
10.1051/0004-6361/201834751,insu-02055141
10.1051/0004-6361/201834766,insu-02049272
10.1051/0004-6361/201834775,insu-02293429
10.1051/0004-6361/201834824,insu-02114680
10.1051/0004-6361/201834845,insu-02293268
10.1051/0004-6361/201834851,insu-02155727
10.1051/0004-6361/201834861,
10.1051/0004-6361/201834865,insu-02150962
10.1051/0004-6361/201834869,insu-02129400
10.1051/0004-6361/201834884,insu-02293636
10.1051/0004-6361/201834894,insu-02114611
10.1051/0004-6361/201935300,insu-02151733
10.1051/0004-6361/201935794,cea-02273390
10.1051/0004-6361/201936234,insu-02288294
10.1051/0004-6361/201936445,cea-02408232
10.1051/0004-6361/201936458,insu-02372564
10.1051/cocv/2014035,
10.1051/cocv/2016043,hal-02169451
10.1051/cocv/2016049,
10.1051/eas/1575031,hal-01323797
10.1051/epjam/2016008,
10.1051/epjap/2015150099,
10.1051/epjconf/201510101013,hal-01255801
10.1051/epjconf/20158406003,hal-01113141
10.1051/epjconf/201611504006,
10.1051/epjconf/201611902005,insu-01175931
10.1051/epjconf/201611905004,insu-01176071
10.1051/epjconf/201611905005,insu-01176100
10.1051/epjconf/201611905018,insu-01175996
10.1051/epjconf/201611906008,insu-01176106
10.1051/epjconf/201611913005,insu-01176112
10.1051/epjconf/201611913009,insu-01176114
10.1051/epjconf/201611915002,insu-01176549
10.1051/epjconf/201611916014,insu-01178300
10.1051/epjconf/201611920002,insu-01175946
10.1051/epjconf/201611922003,insu-01176027
10.1051/epjconf/201611922006,
10.1051/epjconf/201611923010,
10.1051/epjconf/201611926001,
10.1051/epjconf/201611926006,insu-01176029
10.1051/epjconf/201817601016,insu-01569587
10.1051/epjconf/201817602017,insu-01769098
10.1051/epjconf/201817603004,insu-01575489
10.1051/epjconf/201817603006,insu-02115602
10.1051/epjconf/201817604005,insu-01562007
10.1051/epjconf/201817604006,insu-01769146
10.1051/epjconf/201817605015,insu-01569600
10.1051/epjconf/201817605026,
10.1051/epjconf/201817605045,insu-01769225
10.1051/epjconf/201817606006,insu-01575211
10.1051/epjconf/201817608010,insu-01576273
10.1051/epjconf/201817608016,insu-01576277
10.1051/epjn/e2015-50012-0,in2p3-01501222
10.1051/epjpv/2014011,hal-01242745
10.1051/epjpv/2017003,
10.1051/epn/2017205,
10.1051/epn/2017302,
10.1051/j3ea/2015012,
10.1051/jbio/2015014,
10.1051/jbio/2018017,
10.1051/lhb/201604625,hal-01406130
10.1051/lhb/2017049,cea-02631041
10.1051/lhb/2017051,hal-01849452
10.1051/lhb/2018039,
10.1051/m2an/2015042,
10.1051/m2an/2016010,hal-01073680
10.1051/m2an/2016079,hal-02922750
10.1051/m2an/2017027,hal-02169453
10.1051/m2an/2018011,
10.1051/matecconf/20164203010,
10.1051/matecconf20164203010,
10.1051/meca/2015080,insu-01220308
10.1051/meca/2016023,
10.1051/medsci/20153103009,hal-02407963
10.1051/medsci/20153105012,
10.1051/medsci/201531s304,
10.1051/medsci/20163201010,
10.1051/medsci/20163205014,hal-02975517
10.1051/medsci/20163205021,
10.1051/medsci/20163212007,
10.1051/medsci/201632s208,
10.1051/medsci/20173306017,
10.1051/medsci/20173308020,
10.1051/medsci/20173308025,
10.1051/medsci/20173311016,pasteur-02552079
10.1051/medsci/20173311017,
10.1051/medsci/20173312017,
10.1051/medsci/201733s103,
10.1051/medsci/2018196,pasteur-02046117
10.1051/medsci/2018291,cea-02291346
10.1051/medsci/2018309,hal-02970139
10.1051/medsci/20183403001,
10.1051/medsci/20183403015,
10.1051/medsci/20183408022,hal-02053731
10.1051/medsci/20183408024,hal-02970104
10.1051/medsci/201834s216,
10.1051/medsci/2019027,
10.1051/medsci/2019098,
10.1051/medsci/2019151,hal-02971973
10.1051/medsci/2019152,hal-02971967
10.1051/medsci/2020090,
10.1051/nss/2015024,hal-01692656
10.1051/nss/2018025,hal-01824971
10.1051/nss/2020004,
10.1051/ocl/2015060,hal-02420081
10.1051/ocl/2018048,
10.1051/parasite/2018012,hal-02619345
10.1051/photon/20199740,insu-02292412
10.1051/proc/201448017,hal-02746493
10.1051/proc/201550002,hal-01133858
10.1051/proc/201653012,hal-01261427
10.1051/proc/201653013,cea-01305499
10.1051/proc/201653014,hal-01591956
10.1051/proc/201653015,cea-01305504
10.1051/proc/201655111,hal-01421708
10.1051/proc/201861055,hal-02347373
10.1051/proc/201862043,hal-02173594
10.1051/proc/201862186206,hal-01500471
10.1051/proc/201863152,hal-01909325
10.1051/ps/2014011,
10.1051/ps/2017012,
10.1051/ps/2018021,
10.1051/radiopro/2017006,
10.1051/radiopro/2017007,
10.1051/refdp/201963004,hal-02411645
10.1051/refdp/201963021,hal-02377530
10.1051/refdp/201963022,hal-02377524
10.1051/shsconf/20162711008,
10.1051/sm/2017029,
10.1051/sm/2018022,
10.1051/smdo/2019004,hal-02883169
10.1051/swsc/2016027,insu-01356960
10.1051/swsc/2018035,insu-01900254
10.1053/j.ackd.2017.12.001,
10.1053/j.ajkd.2015.02.337,
10.1053/j.ajkd.2015.06.006,
10.1053/j.ajkd.2015.09.027,
10.1053/j.ajkd.2015.11.016,hal-01255821
10.1053/j.ajkd.2016.03.414,
10.1053/j.ajkd.2018.05.016,
10.1053/j.ajkd.2018.12.024,hal-02380902
10.1053/j.ajkd.2019.04.027,
10.1053/j.ajkd.2019.08.026,hal-02438433
10.1053/j.gastro.2017.07.012,hal-02445656
10.1053/j.gastro.2017.11.009,hal-01791680
10.1053/j.gastro.2018.04.012,hal-02878410
10.1053/j.gastro.2019.12.020,
10.1053/j.jfas.2014.08.009,
10.1053/j.jrn.2019.11.003,
10.1053/j.jvca.2015.04.031,
10.1053/j.jvca.2016.07.022,
10.1053/j.jvca.2018.01.007,
10.1053/j.jvca.2018.06.019,
10.1053/j.jvca.2019.02.001,
10.1053/j.jvca.2019.11.051,
10.1053/j.jvca.2020.07.039,
10.1053/j.seminoncol.2017.07.002,
10.1053/j.seminoncol.2017.07.004,
10.1053/j.semvascsurg.2016.08.002,
10.1055/a-0898-3857,
10.1055/a-1170-8426,
10.1055/a-1240-9304,
10.1055/s-0030-1249639,
10.1055/s-0034-1378715,hal-02347532
10.1055/s-0034-1389894,
10.1055/s-0035-1561442,
10.1055/s-0035-1562232,
10.1055/s-0035-1562460,
10.1055/s-0035-1570355,
10.1055/s-0036-1588629,
10.1055/s-0036-1589161,hal-02110576
10.1055/s-0036-1590839,
10.1055/s-0036-1593444,
10.1055/s-0036-1596521,hal-02148636
10.1055/s-0037-1604134,
10.1055/s-0037-1610405,
10.1055/s-0037-1611278,hal-02347500
10.1055/s-0037-1611785,hal-02347568
10.1055/s-0038-1641152,
10.1055/s-0038-1673615,
10.1055/s-0039-1677692,hal-02410077
10.1055/s-0039-1696980,
10.1055/s-0042-108205,hal-01592246
10.1056/nejmc1514347,
10.1056/nejmc1515584,
10.1056/nejmc1801036,
10.1056/nejme1701147,
10.1056/nejmoa1500857,
10.1056/nejmoa1506273,halshs-01429281
10.1056/nejmoa1510198,
10.1056/nejmoa1608193,
10.1056/nejmoa1705716,hal-01743764
10.1056/nejmoa1800942,
10.1056/nejmoa1803213,
10.1056/nejmoa1803675,
10.1056/nejmoa1805101,
10.1056/nejmoa1910355,
10.1057/978-1-137-58179-2_8,hal-01402931
10.1057/9781137544025.0005,
10.1057/978113756638.0007,
10.1057/9781137566638.0004,
10.1057/9781137566638.0005,
10.1057/9781137566638.0006,
10.1057/9781137566638.0008,
10.1057/9781137566638.0009,
10.1057/9781137566638.0010,
10.1057/9781137566638_2,
10.1057/cep.2014.44,
10.1057/jam.2016.14,
10.1057/jam.2016.15,
10.1057/s41260-016-0039-y,
10.1057/s41260-017-0066-3,
10.1057/s41286-016-0007-5,
10.1063/1.3473935,
10.1063/1.4904922,hal-01449468
10.1063/1.4907210,hal-01721149
10.1063/1.4908050,
10.1063/1.4913596,
10.1063/1.4915509,hal-01521906
10.1063/1.4916936,
10.1063/1.4917485,hal-01308781
10.1063/1.4923750,cea-01367140
10.1063/1.4926928,
10.1063/1.4927259,insu-01182800
10.1063/1.4927852,
10.1063/1.4928542,hal-01442943
10.1063/1.4933111,
10.1063/1.4935065,hal-01308776
10.1063/1.4935349,hal-02073148
10.1063/1.4936167,hal-01241229
10.1063/1.4936776,hal-01521802
10.1063/1.4937990,
10.1063/1.4939018,
10.1063/1.4941345,
10.1063/1.4944406,
10.1063/1.4945100,hal-02073088
10.1063/1.4948702,
10.1063/1.4958860,hal-01539930
10.1063/1.4959262,
10.1063/1.4960970,
10.1063/1.4961501,hal-01442951
10.1063/1.4962046,hal-02073077
10.1063/1.4963899,hal-01496443
10.1063/1.4967664,insu-01422158
10.1063/1.4975051,
10.1063/1.4975532,
10.1063/1.4977943,hal-02972495
10.1063/1.4978508,hal-01707064
10.1063/1.4979826,hal-02068307
10.1063/1.4985617,insu-01616219
10.1063/1.4986653,hal-01551106
10.1063/1.4995717,insu-01616032
10.1063/1.4998004,hal-02068296
10.1063/1.5001124,hal-01802736
10.1063/1.5001387,hal-01802732
10.1063/1.5004106,hal-02441070
10.1063/1.5007791,
10.1063/1.5007792,
10.1063/1.5010957,hal-01765927
10.1063/1.5011142,
10.1063/1.5012761,hal-01697106
10.1063/1.5016273,
10.1063/1.5027386,hal-01768181
10.1063/1.5043250,hal-02353163
10.1063/1.5044542,
10.1063/1.5045818,hal-02006601
10.1063/1.5054685,hal-02072861
10.1063/1.5079053,insu-01943632
10.1063/1.5079656,hal-02334271
10.1063/1.5079924,hal-02407526
10.1063/1.5081031,hal-01701353
10.1063/1.5086418,
10.1063/1.5089894,hal-02976660
10.1063/1.5090218,hal-02131333
10.1063/1.5093629,hal-01867736
10.1063/1.5104341,
10.1063/1.5111184,hal-02314872
10.1063/1.5111697,hal-02285093
10.1063/1.5116304,
10.1063/1.5118301,hal-02348703
10.1063/1.5118339,
10.1063/1.5119557,
10.1063/1.5145390,
10.1063/5.0008834,
10.1070/rm9814,hal-02015319
10.1071/en14265,hal-01483280
10.1071/mf16338,
10.1071/py14133,
10.1071/rdv27n1ab119,hal-02741096
10.1073/pnas.0914536107,
10.1073/pnas.1215209110,
10.1073/pnas.1408251112,
10.1073/pnas.1413090112,hal-01268995
10.1073/pnas.1418031112,
10.1073/pnas.1420707112,
10.1073/pnas.1420932112,insu-01149378
10.1073/pnas.1504418112,hal-01806141
10.1073/pnas.1511252113,hal-01587397
10.1073/pnas.1511451112,
10.1073/pnas.1514867112,
10.1073/pnas.1520582113,hal-02893071
10.1073/pnas.1521828113,hal-01312312
10.1073/pnas.1523158113,hal-01568508
10.1073/pnas.1523358113,hal-02894697
10.1073/pnas.1523512113,
10.1073/pnas.1603956113,hal-02892521
10.1073/pnas.1605477113,hal-02086925
10.1073/pnas.1607005113,hal-02875486
10.1073/pnas.1607739113,hal-01342710
10.1073/pnas.1614751114,hal-01606544
10.1073/pnas.1619358114,ird-01534034
10.1073/pnas.1620571114,insu-01630704
10.1073/pnas.1621516114,
10.1073/pnas.1701762114,hal-01594919
10.1073/pnas.1705595114,insu-01585759
10.1073/pnas.1707633114,
10.1073/pnas.1713195115,pasteur-02046027
10.1073/pnas.1719903115,hal-01806825
10.1073/pnas.1812388116,
